Date,AAPL,GOOGL,MSFT
2020-01-03,-0.009721918098977822,-0.0052312615259981765,-0.012451691562851197
2020-01-06,0.007968209802083681,0.0266539765490319,0.0025846824109783118
2020-01-07,-0.004703062608975683,-0.0019315354588120837,-0.009117852701512219
2020-01-08,0.01608622804576476,0.007117652430812305,0.015928564914653665
2020-01-09,0.021240987186268434,0.010497960772811288,0.012493313804032846
2020-01-10,0.002260337003840762,0.00645874903433552,-0.004627541306555627
2020-01-13,0.02136440511447546,0.007746876083994492,0.012024391785625976
2020-01-14,-0.013503012390180813,-0.006555459923453633,-0.0070430567073656025
2020-01-15,-0.004285493571003718,0.006018602270476681,0.00647640948520678
2020-01-16,0.012526178443689417,0.0076153744786842115,0.018323342324343406
2020-01-17,0.011071275232929834,0.02024581148757587,0.005596612192551476
2020-01-21,-0.006776842720754628,0.0018453799956372752,-0.003590541991615348
2020-01-22,0.003569169621314705,0.0010929003575044227,-0.0048049926070758975
2020-01-23,0.004815798747997535,0.0005524662654097234,0.006155995489867339
2020-01-24,-0.002881494468004453,-0.012473866055829896,-0.010077273736182057
2020-01-27,-0.029405492739806194,-0.023489664091874363,-0.016723002438520984
2020-01-28,0.028289221503259965,0.013109930339875175,0.019595764043900177
2020-01-29,0.020932336847300892,0.004274283921618993,0.01559292271706103
2020-01-30,-0.0014491391977141665,-0.001681892105463656,0.028207599040369624
2020-01-31,-0.04433854003180959,-0.014763488980334083,-0.014758751322635821
2020-02-03,-0.0027460575375976015,0.03477136738486508,0.02437897106339393
2020-02-04,0.03301320932671459,-0.02508424392050823,0.032916570568678916
2020-02-05,0.008154592630119861,0.00044263811040945455,-0.0012215911284351177
2020-02-06,0.011696848355456257,0.02069109418740278,0.020733893793373426
2020-02-07,-0.013592926926026427,0.0021271662754709375,0.0014157785842074944
2020-02-10,0.004749673073175087,0.019978398257763486,0.02615696053941896
2020-02-11,-0.006033243260313514,0.0009279368754959716,-0.022575478337536703
2020-02-12,0.023747994597832722,0.005675361753800345,0.00146390157894416
2020-02-13,-0.007121349067936933,-0.0034504314831352856,-0.005413996340186911
2020-02-14,0.0002463806908761246,0.00352832920725743,0.008927251488447974
2020-02-18,-0.018310593075873127,0.00046760535682710547,0.010142926345934278
2020-02-19,0.014482964085438255,0.0035736120594676013,0.0029990908301569252
2020-02-20,-0.010259335579594908,-0.005167589213456836,-0.015271265918971322
2020-02-21,-0.022634732842859107,-0.022103017239680334,-0.03161263018424698
2020-02-24,-0.04750066983823853,-0.042872775468222435,-0.04311521402066787
2020-02-25,-0.033871839440509754,-0.023621956268266242,-0.016501964808358305
2020-02-26,0.015863592572690433,0.00299342291888971,0.012494574586909835
2020-02-27,-0.06536838084139462,-0.054312585067917585,-0.07045898969020781
2020-02-28,-0.0005848115206950055,0.018479940480264467,0.02421306481169161
2020-03-02,0.0931008558678279,0.0351465178548227,0.06653912349046776
2020-03-03,-0.03175962739186189,-0.03505690069305367,-0.04791938119351502
2020-03-04,0.04638506143556986,0.03280212287054218,0.03671487950472785
2020-03-05,-0.0324373019470523,-0.04837876500701166,-0.02509519286878592
2020-03-06,-0.013280100595406963,-0.01446647694594727,-0.028267332281182278
2020-03-09,-0.07909207165993604,-0.061702228612781185,-0.0677723082976599
2020-03-10,0.07202157598776071,0.048840724557476456,0.06838405421987748
2020-03-11,-0.03473077326498175,-0.05040115712157589,-0.04530208107239819
2020-03-12,-0.09875457025871048,-0.08204640317528733,-0.09483821943790693
2020-03-13,0.11980857174266224,0.0924115502472278,0.14216866585931665
2020-03-16,-0.12864704190520715,-0.11634152885583604,-0.14739015544166256
2020-03-17,0.04397014194246118,0.04199446657044681,0.08233669050384873
2020-03-18,-0.024480052974737654,-0.024032652385099218,-0.04209612705276866
2020-03-19,-0.007662132318079773,0.018768415344440736,0.01645281623790229
2020-03-20,-0.06348533800544065,-0.03909430371236178,-0.03755891042933823
2020-03-23,-0.0212443092477822,-0.013180981873781694,-0.009974214004150661
2020-03-24,0.10032540939595802,0.07198353568298921,0.09089599272214
2020-03-25,-0.0055088818550785845,-0.02512368399201348,-0.009573124881989581
2020-03-26,0.05262335021233788,0.05564537336307307,0.06255132244820016
2020-03-27,-0.04140247678658815,-0.045282568378925414,-0.0410607748933699
2020-03-30,0.028537912461569892,0.032469785420402575,0.07034074707013827
2020-03-31,-0.0020407511118919475,0.013643766624121145,-0.01572751444482856
2020-04-01,-0.05261700671571656,-0.05150822602466654,-0.035508099335951004
2020-04-02,0.016686942754226664,0.013546979802750325,0.02070854481487272
2020-04-03,-0.014371622876560575,-0.021781054225753826,-0.009210006317633135
2020-04-06,0.08723761771260152,0.08281328957606471,0.07436754297306636
2020-04-07,-0.011582440670669825,-0.00053257254503003,-0.010770273393386098
2020-04-08,0.025594398586195277,0.020667111491500467,0.010031131062778531
2020-04-09,0.0072161267293264775,-0.0003563645204474053,6.062625180414116e-05
2020-04-13,0.01962791714734924,0.0031826926174225445,0.0022403324125073176
2020-04-14,0.050502936553035394,0.0452904529482292,0.04948323530672383
2020-04-15,-0.009127104035909106,-0.006267663513123356,-0.010477381024599608
2020-04-16,0.007945489860975652,0.00010334566185088434,0.030020842190707997
2020-04-17,-0.013568689909460918,0.017154033868512997,0.008811632987143492
2020-04-20,-0.020756560476713704,-0.013956259944579164,-0.019820825938707265
2020-04-21,-0.030910211907377527,-0.03884541764910043,-0.04135735734860657
2020-04-22,0.028803148108318855,0.038154995201558295,0.03396495509006492
2020-04-23,-0.003875178996308959,0.01013971462037544,-0.012102324597736747
2020-04-24,0.02886959034533798,0.004271809788315872,0.018259446398761092
2020-04-27,0.0007067126031710114,-0.004496357570857201,-0.002864888832468049
2020-04-28,-0.016209271014681503,-0.03011348004485659,-0.024360566164649988
2020-04-29,0.03284513334607042,0.08891032619021755,0.04487376931832854
2020-04-30,0.02109604230134754,0.003367618748227219,0.010032141594803257
2020-05-01,-0.016099298536143336,-0.021816338328852658,-0.025891617745758322
2020-05-04,0.014148664128799782,0.004235863395122275,0.0244600422054555
2020-05-05,0.015008971624101974,0.019744558268733448,0.01073612577429639
2020-05-06,0.01031736791269311,-0.0026611371687500496,0.009846974375907092
2020-05-07,0.010344816407560797,0.01772648825616452,0.005807170601618061
2020-05-08,0.023801711744254828,0.010998640355802891,0.005882262539042893
2020-05-11,0.01573561004706092,0.01390548619695875,0.011154506628189065
2020-05-12,-0.011428175578659605,-0.0202408616771228,-0.02265185880514642
2020-05-13,-0.012074470730682352,-0.019524729201648605,-0.015122470136803123
2020-05-14,0.006143583734417923,0.006326433843470314,0.004339525404151612
2020-05-15,-0.00591220134363335,0.011939199596113337,0.014567858892526653
2020-05-18,0.023561214212169723,0.008827034585579208,0.009554845558529923
2020-05-19,-0.00577820857317124,-0.007782310045877483,-0.006922201807274653
2020-05-20,0.019447795314442518,0.025290900349270062,0.013870413456803066
2020-05-21,-0.007455442072976104,-0.0017101274185279403,-0.012011139819288363
2020-05-22,0.006438492977435484,0.0046135268069764646,0.0004361033610031928
2020-05-26,-0.006773280534059789,0.005752710995025723,-0.01057158952668158
2020-05-27,0.004356878573131828,-0.0007669267529939461,0.001321712373989259
2020-05-28,0.00043997764629710723,-0.0014363656343963083,-0.002255207231702472
2020-05-29,-0.0009741455389986609,0.010773860281208858,0.010198625851831844
2020-06-01,0.01229795713169679,0.0009417098198998275,-0.002292138629016227
2020-06-02,0.0046295980596291475,0.0051851627860310945,0.011376856783230194
2020-06-03,0.005505015234498423,-0.002121639833381317,0.002433619245838514
2020-06-04,-0.008612331296922293,-0.017335281905390687,-0.013163516768591066
2020-06-05,0.028481036053229936,0.018185722738218724,0.023398144417557054
2020-06-08,0.005912587453594131,0.005569283541787096,0.006196660274405907
2020-06-09,0.03157805661202295,0.002789918600021979,0.0076448255618268846
2020-06-10,0.025727254498058683,0.008690992675590037,0.03709178022838788
2020-06-11,-0.04801031912806353,-0.04287549237793564,-0.05369849711240349
2020-06-12,0.008633602940325336,0.007860646645253988,0.007891733833612191
2020-06-15,0.012366892911045424,0.005534605089840161,0.006391967393489351
2020-06-16,0.026502577539635697,0.01811030470747932,0.024505027406883206
2020-06-17,-0.0013918786773359226,0.004196415700706391,0.0034612860501697096
2020-06-18,0.0003982593942086776,-0.01268113781287894,0.010708476336585004
2020-06-19,-0.005714521044835497,-0.006610377307760151,-0.005959890964628456
2020-06-22,0.026163521471279427,0.018264124692642048,0.027773781654388596
2020-06-23,0.021344859002123684,0.009182071756264731,0.006680890636409753
2020-06-24,-0.017651897928034566,-0.021366393096768133,-0.02015751173409508
2020-06-25,0.013275664416714017,0.005863023889778329,0.012636479498876696
2020-06-26,-0.03072590651302698,-0.05451380473801992,-0.0200160098242681
2020-06-29,0.02304638331009068,0.025415733942879104,0.010747193424461399
2020-06-30,0.008347748466045024,0.014944488185736127,0.025549352413968718
2020-07-01,-0.0018914282212573186,0.016889511459098783,0.005847362558741409
2020-07-02,0.0,0.01936870662431045,0.007620767248927907
2020-07-06,0.026750184877168293,0.02021873283897402,0.021526431456283968
2020-07-07,-0.003102877957464667,-0.006488169005848032,-0.011628003481527593
2020-07-08,0.02329026108099508,0.009181736055779322,0.02199287242930925
2020-07-09,0.004300447802656038,0.01001600268213676,0.007000854052356731
2020-07-10,0.0017489464163420454,0.013399951985465508,-0.0030328598136802887
2020-07-13,-0.004613030776174254,-0.017400763991864965,-0.030888839238981447
2020-07-14,0.016548284026389082,0.005706655771162028,0.006181669691093905
2020-07-15,0.006877577648038091,-0.0026169185665427808,-0.0014878537343641085
2020-07-16,-0.012305041245798232,-0.0012920313212730905,-0.019804033537442423
2020-07-17,-0.0020203572164367856,0.0012739678613573613,-0.005099996811527507
2020-07-20,0.02107405804082907,0.030978635730348092,0.04298106282232794
2020-07-21,-0.01380174868796602,-0.005064501859604942,-0.013468924872836019
2020-07-22,0.002809356256934903,0.005739450657929135,0.014371478924455783
2020-07-23,-0.045516450127531805,-0.030737843850902835,-0.04349473821400329
2020-07-24,-0.0024771652422530543,-0.005630314746724263,-0.006122292642480098
2020-07-27,0.023700263946567768,0.014069486412511711,0.012667727529387607
2020-07-28,-0.016427761871735558,-0.016855863704753338,-0.008977188512848344
2020-07-29,0.01916839721818442,0.01320784074771053,0.010098015870705135
2020-07-30,0.01210034718281805,0.00975388164215496,-0.0007841843738526366
2020-07-31,0.10468840566305948,-0.03277502217235562,0.005443778715147118
2020-08-03,0.025197747197828413,-0.0034879850963881465,0.05624121046921138
2020-08-04,0.006678062996211986,-0.006379987383130836,-0.015008759802286331
2020-08-05,0.0036246536487336556,0.0039298704809844764,-0.001640918863881291
2020-08-06,0.03488927089756233,0.017483651543482637,0.016013907427305796
2020-08-07,-0.022735834085838236,-0.0043720857261323465,-0.01788768774669136
2020-08-10,0.014534879422207325,-0.0010345857165163785,-0.019907793858724765
2020-08-11,-0.029739735409882617,-0.010876193026178815,-0.023385409052862127
2020-08-12,0.033234168039140366,0.01803380036658475,0.028567185341920043
2020-08-13,0.017697598617740562,0.006243205697332055,-0.0023422056629990307
2020-08-14,-0.0008912720849378886,-0.007925215596130464,0.0009581705500922855
2020-08-17,-0.0026106293332599506,0.007716053628427311,0.006606181912987674
2020-08-18,0.008332733697284045,0.026077630031460464,0.0057541346337322
2020-08-19,0.001254584514513768,-0.007179639800954818,-0.00606698389802196
2020-08-20,0.02218968161445889,0.020484109030739717,0.02327161631021024
2020-08-21,0.05153233461508866,-0.00043128272372261467,-0.007269938453072222
2020-08-24,0.011960367646235426,0.0060802654593843375,0.003145034753583298
2020-08-25,-0.008203790044943315,0.013058698372348854,0.013009360104534906
2020-08-26,0.013599018807669783,0.023837736464775716,0.021619692678821245
2020-08-27,-0.011954283714183833,-0.009494297677107744,0.02455358503438787
2020-08-28,-0.0016197983926817816,0.006699281088123232,0.010283239125135069
2020-08-31,0.033912034272566505,-0.006038597985887129,-0.014765508723801113
2020-09-01,0.039832499432161494,0.0156792969526951,0.007715075565788876
2020-09-02,-0.020718403917968864,0.03764774845969776,0.019272289437426426
2020-09-03,-0.08006085272896468,-0.051170674585344744,-0.061946845705658116
2020-09-04,0.0006619654412225451,-0.029640744563851573,-0.01403595811581293
2020-09-08,-0.0672950800903046,-0.03643408019015426,-0.054095677365854966
2020-09-09,0.03988657158031228,0.01550924749598881,0.0425835570920674
2020-09-10,-0.03264574341534743,-0.013689099702834384,-0.028018433719304348
2020-09-11,-0.013128969938943635,-0.0067428319170690365,-0.006524761816656732
2020-09-14,0.03000011666483049,-0.00457203003150386,0.0067637212763564936
2020-09-15,0.0015603690409109472,0.0174241661371759,0.016406276479123072
2020-09-16,-0.029513737227054415,-0.015002059386227007,-0.01786558249262704
2020-09-17,-0.01596350489138121,-0.016566521142094004,-0.0104364958166544
2020-09-18,-0.03172017204790889,-0.024175453913530487,-0.01241928154774341
2020-09-21,0.03032569262795759,-0.014437355818208708,0.010729050924826788
2020-09-22,0.015715908315516502,0.020753175664158352,0.024093816747995156
2020-09-23,-0.04194614376018746,-0.03454540776165238,-0.03292840429250676
2020-09-24,0.01026893297539977,0.009557222422442946,0.012961944542304149
2020-09-25,0.03751616159724702,0.011385719604094069,0.022786609604402264
2020-09-28,0.023868699609067345,0.013619854786041108,0.007795021957910375
2020-09-29,-0.007567776457934605,0.00504583356632371,-0.010408556731521967
2020-09-30,0.015075954123376256,-0.00028655111057385163,0.014812216654626731
2020-10-01,0.008461933796679366,0.0152155178636324,0.010127079343591694
2020-10-02,-0.03228011634444339,-0.021708443833881375,-0.02951152167157789
2020-10-05,0.030791056981036125,0.01870712634225158,0.020321104946573465
2020-10-06,-0.0286695811298171,-0.021452215680182296,-0.02124747273310723
2020-10-07,0.016967221145549605,0.00559616667390439,0.019037583945961556
2020-10-08,-0.0009560677941947704,0.016646737668538414,0.003574448775391925
2020-10-09,0.017396029698994786,0.018214470310677022,0.024836002763882092
2020-10-12,0.06352039125283904,0.0358436603969392,0.02590245534165847
2020-10-13,-0.026527216774089424,0.00158502163860752,0.00659437131134033
2020-10-14,0.0007432047131958885,-0.002316388586219298,-0.008974325036313124
2020-10-15,-0.003960664130297276,-0.005097766520449798,-0.005433255195329889
2020-10-16,-0.014000576365065465,0.007862658856116589,0.0
2020-10-19,-0.02554174493688255,-0.0240799366818798,-0.024765404601481134
2020-10-20,0.01319169401514153,0.013810842821369018,0.0020070402984908586
2020-10-21,-0.005446198061700769,0.02250694365573902,0.0006989255534202155
2020-10-22,-0.009583355733058796,0.013032932420911747,0.0004188409468299792
2020-10-23,-0.006133991465204325,0.016381810016808274,0.006235777878899729
2020-10-26,8.705677897524744e-05,-0.02981670412176307,-0.028441790755785457
2020-10-27,0.013472291967371763,0.009209264057257416,0.015089347352719162
2020-10-28,-0.046312114622388045,-0.055088611449977454,-0.04956605974574435
2020-10-29,0.037050319773074936,0.03050050299028828,0.010065117519352906
2020-10-30,-0.05601813169086978,0.038043763524015395,-0.010990778232063403
2020-11-02,-0.0008264098686764365,0.0050802864753725085,-0.000691233374956135
2020-11-03,0.015353235702552759,0.013137770079018507,0.020263737645307422
2020-11-04,0.04083667377936484,0.06088135662699101,0.04824872406589109
2020-11-05,0.03549367779265711,0.009536881054022173,0.0318869217302824
2020-11-06,-0.0011360676126863645,-0.0015715360769131825,0.001925799167591613
2020-11-09,-0.019968056794939626,0.000960210383741833,-0.02382436954631828
2020-11-10,-0.0030089393230363637,-0.013454943695177746,-0.03379272253493493
2020-11-11,0.030352758154733372,0.005472760424395817,0.026254857188036995
2020-11-12,-0.002343356314553957,-0.002524095171330898,-0.0051260088614518695
2020-11-13,0.0004195306419860767,0.016892168286885,0.0049664781678568914
2020-11-16,0.008720390482567009,0.0009988392149153924,0.0033255087934698224
2020-11-17,-0.007564547782129449,-0.0069729713099099255,-0.012751293132272523
2020-11-18,-0.011391243033029408,-0.011931911145768415,-0.01318397489803358
2020-11-19,0.005168411628472924,0.01030081530468241,0.006348392287150784
2020-11-20,-0.010957567554044534,-0.012618170018358965,-0.009556563253145245
2020-11-23,-0.029742628611474142,-0.005079558380044036,-0.001330709605031899
2020-11-24,0.011594078016408105,0.021035482672584038,0.017847740734088013
2020-11-25,0.00746731548970514,0.000130379331712005,4.666968528055371e-05
2020-11-27,0.004826267821748775,0.012975223942937486,0.006359131984363886
2020-11-30,0.021099683463212227,-0.018253832956593108,-0.005389659332493024
2020-12-01,0.030827307857314246,0.02334699650299288,0.009996726721112958
2020-12-02,0.0029335510058603465,0.01649244932957794,-0.003885106316981246
2020-12-03,-0.001137534343383484,-0.0017149989910287822,-0.0052468350144661
2020-12-04,-0.005612381980224623,0.0010538761907967764,0.0005602242137203728
2020-12-07,0.012269812042971173,-0.003690189833432833,-0.00032658988434686176
2020-12-08,0.005090906428511177,-0.0031370062018691858,0.008026431569134962
2020-12-09,-0.02090359064774483,-0.018478110627260347,-0.019489796747756083
2020-12-10,0.011988650871263218,-0.005743042567297629,-0.006043471562323766
2020-12-11,-0.006734524644307793,0.004045068290071674,0.013015544735962115
2020-12-14,-0.005146762162735019,-0.012699999179335508,0.004407747988484756
2020-12-15,0.050090406019910105,0.005033524455834604,-0.00032690766907517155
2020-12-16,-0.0005476321141097973,-0.0022089413152729387,0.02405097261166156
2020-12-17,0.006963493208812732,-0.00949243638822539,0.0006383800122569117
2020-12-18,-0.0158505481940745,-0.008210296193794875,-0.0037828539743106626
2020-12-21,0.012395203757546991,0.004831458927758492,0.018299023342950083
2020-12-22,0.028464627124147768,-0.008267274482051223,0.0060651022652375985
2020-12-23,-0.006976076169628587,0.004656420847396481,-0.01303914880716861
2020-12-24,0.007711924033883211,0.003431262439856697,0.00782747283732732
2020-12-28,0.03576599721968643,0.022950576761524344,0.009921395879097572
2020-12-29,-0.013314677584919443,-0.009132098457923954,-0.0036006798893626346
2020-12-30,-0.008526789421763548,-0.012237149693196891,-0.011019395524865194
2020-12-31,-0.007702807337760409,0.009439936929922066,0.003338007628569617
2021-01-04,-0.024719215545922713,-0.015125729030501689,-0.021266090393293746
2021-01-05,0.012363875419802994,0.008064278316726625,0.000964709590588031
2021-01-06,-0.033661709622719416,-0.009867717324684833,-0.025929212379122824
2021-01-07,0.034123241462387544,0.029868634392124838,0.02845685982498547
2021-01-08,0.008631382771085772,0.01323885006667247,0.006092840439678726
2021-01-11,-0.023248889282170393,-0.023105700850838518,-0.009698438764543016
2021-01-12,-0.0013954952463899328,-0.010738564964289266,-0.011770721689791763
2021-01-13,0.016226654918196415,0.005652103087809168,0.006560176729796696
2021-01-14,-0.015127044220768382,-0.009346197048461291,-0.015346037263673007
2021-01-15,-0.013730707533093911,-0.001906414305113624,-0.0017369287977255787
2021-01-19,0.0054271029916581615,0.03290650604556622,0.01782281940637409
2021-01-20,0.03285630287021779,0.053573326430139456,0.03649935090503509
2021-01-21,0.036658174602085314,0.002170094433480596,0.002808480761593124
2021-01-22,0.016073703096680436,0.004463590054723632,0.004356059567406145
2021-01-25,0.027683883757230632,0.0009087768089361958,0.015844280905812358
2021-01-26,0.0016794319158957016,0.007216508112359632,0.012198891948280721
2021-01-27,-0.00768384508044917,-0.046652140774458006,0.0024531161185428196
2021-01-28,-0.034985416008027403,0.018835145485648352,0.025891029441217794
2021-01-29,-0.03742039686307297,-0.01394359372444387,-0.029171727731776897
2021-02-01,0.016520366018568433,0.03595906702703844,0.03315230651335144
2021-02-02,0.006336291488274526,0.013760720787087788,-0.0005841844742497937
2021-02-03,-0.0077781183903844475,0.07282497024118628,0.014571609051137635
2021-02-04,0.02575763230574002,-0.0025497301634865854,-0.004074249075577296
2021-02-05,-0.003098149296958397,0.017140299188510788,0.0007850857754574392
2021-02-08,0.0010969834665499612,-0.0020634575777549458,0.0011147936381137313
2021-02-09,-0.0065738909627997,-0.004379856675149729,0.005361489918568552
2021-02-10,-0.004558238184631747,0.005343529721514084,-0.0038971524462659834
2021-02-11,-0.0019206550895861652,0.0010880386947034193,0.006877657404044335
2021-02-12,0.0017762530618086192,0.00300652583461547,0.0020449594779849978
2021-02-16,-0.016104154510283242,0.007479733484731188,-0.0052655368880377695
2021-02-17,-0.017643916767295487,0.0037521974863414798,0.004359618235327156
2021-02-18,-0.0086364107266097,-0.0060463774635232115,-0.0016789179858257564
